id,title,author,genre,year,rating,pages,description,language,purpose,length,moods,image_url
751,Digital Algorithm,Priya Rodriguez,Mystery,2004,3.7,111,A fascinating French mystery book that explores the light.,French,Motivation,Short,Inspired,https://covers.openlibrary.org/b/id/6039759-L.jpg
752,Silent Journey,Carlos Chen,Self-Help,2023,4.0,441,A fascinating English self-help book that explores the heart.,English,Entertainment,Long,"Relaxed, Curious",https://covers.openlibrary.org/b/id/5563852-L.jpg
753,Cosmic Habit,Isabella Rodriguez,Science,1997,4.6,313,A fascinating Hindi science book that explores the universe.,Hindi,Career growth,Medium,"Relaxed, Curious",https://covers.openlibrary.org/b/id/6494582-L.jpg
754,Pragmatic Habit,Amit Garcia,Fiction,1952,3.9,264,A fascinating Hindi fiction book that explores the shadow.,Hindi,Entertainment,Medium,"Relaxed, Curious",https://covers.openlibrary.org/b/id/7683229-L.jpg
755,Lost Forest,Isabella Garcia,Mystery,2003,4.2,55,A fascinating Spanish mystery book that explores the heart.,Spanish,Career growth,Short,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/6630254-L.jpg
756,Infinite Shadow,Sophie Martin,Self-Help,1966,4.7,319,A fascinating English self-help book that explores the mind.,English,Motivation,Medium,"Emotional, Curious",https://covers.openlibrary.org/b/id/5876687-L.jpg
757,Magic Dream,James Sharma,Self-Help,2011,3.9,170,A fascinating English self-help book that explores the mystery.,English,Motivation,Short,Inspired,https://covers.openlibrary.org/b/id/6045987-L.jpg
758,Silent Habit,Alan Patel,Fiction,1993,4.0,887,A fascinating French fiction book that explores the universe.,French,Motivation,Long,Curious,https://covers.openlibrary.org/b/id/6937990-L.jpg
759,Infinite Dream,Elena Turing,Fiction,1963,4.0,78,A fascinating English fiction book that explores the algorithm.,English,Motivation,Short,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/6228348-L.jpg
760,Silent Algorithm,Maria Smith,Science,1962,4.7,174,A fascinating Hindi science book that explores the habit.,Hindi,Learning,Short,Relaxed,https://covers.openlibrary.org/b/id/8587126-L.jpg
761,Pragmatic Light,Jean Garcia,Programming,1999,3.6,806,A fascinating French programming book that explores the habit.,French,Entertainment,Long,"Emotional, Curious",https://covers.openlibrary.org/b/id/5525675-L.jpg
762,Lost Code,Carlos Smith,Fiction,2023,4.6,70,A fascinating English fiction book that explores the heart.,English,Entertainment,Short,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/7562736-L.jpg
763,Secret Heart,Jean Kumar,Fantasy,1992,4.3,194,A fascinating English fantasy book that explores the history.,English,Entertainment,Short,Relaxed,https://covers.openlibrary.org/b/id/5851360-L.jpg
764,Cosmic Forest,Carlos Kim,Programming,2006,4.0,392,A fascinating French programming book that explores the journey.,French,Motivation,Medium,Emotional,https://covers.openlibrary.org/b/id/7861177-L.jpg
765,Brief Habit,Maria Martin,Mystery,1966,3.9,188,A fascinating French mystery book that explores the dream.,French,Entertainment,Short,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/5844947-L.jpg
766,Final Forest,Ada Lovelace,Self-Help,2014,4.2,746,A fascinating Hindi self-help book that explores the algorithm.,Hindi,Learning,Long,Curious,https://covers.openlibrary.org/b/id/8692608-L.jpg
767,Brief Heart,Amit Kumar,Fantasy,1950,4.0,51,A fascinating Hindi fantasy book that explores the dream.,Hindi,Entertainment,Short,Inspired,https://covers.openlibrary.org/b/id/6600950-L.jpg
768,Secret Mind,Maria Garcia,Mystery,1962,4.1,281,A fascinating Spanish mystery book that explores the history.,Spanish,Entertainment,Medium,Relaxed,https://covers.openlibrary.org/b/id/8651154-L.jpg
769,Golden Heart,Carlos Kim,Programming,1978,4.8,155,A fascinating French programming book that explores the algorithm.,French,Motivation,Short,"Emotional, Curious",https://covers.openlibrary.org/b/id/5082537-L.jpg
770,Final Data,Maria Sharma,Mystery,2011,4.3,524,A fascinating Hindi mystery book that explores the universe.,Hindi,Learning,Long,Emotional,https://covers.openlibrary.org/b/id/5970136-L.jpg
771,Magic Dream,Priya Dubois,Self-Help,2021,4.2,761,A fascinating English self-help book that explores the light.,English,Learning,Long,"Relaxed, Curious",https://covers.openlibrary.org/b/id/7102981-L.jpg
772,Infinite Shadow,Maria Chen,Science,1985,4.5,201,A fascinating English science book that explores the dream.,English,Career growth,Medium,Curious,https://covers.openlibrary.org/b/id/6034318-L.jpg
773,Golden Journey,James Turing,Fiction,1991,3.6,90,A fascinating Hindi fiction book that explores the shadow.,Hindi,Learning,Short,"Emotional, Curious",https://covers.openlibrary.org/b/id/7117074-L.jpg
774,Magic History,Elena Kumar,Self-Help,2000,4.6,237,A fascinating English self-help book that explores the history.,English,Motivation,Medium,Inspired,https://covers.openlibrary.org/b/id/8091664-L.jpg
775,Cosmic Code,Sophie Garcia,Programming,2000,4.9,602,A fascinating Hindi programming book that explores the light.,Hindi,Motivation,Long,Emotional,https://covers.openlibrary.org/b/id/6798754-L.jpg
776,Silent Mystery,Elena Rodriguez,Programming,1973,4.8,283,A fascinating English programming book that explores the algorithm.,English,Learning,Medium,Inspired,https://covers.openlibrary.org/b/id/5235194-L.jpg
777,Secret Journey,Elena Sharma,Mystery,1976,5.0,378,A fascinating English mystery book that explores the code.,English,Learning,Medium,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/5436087-L.jpg
778,Silent Code,Priya Kim,Self-Help,2000,3.7,417,A fascinating Spanish self-help book that explores the algorithm.,Spanish,Motivation,Long,"Relaxed, Curious",https://covers.openlibrary.org/b/id/8019651-L.jpg
779,Magic Light,Carlos Kumar,Programming,1998,4.3,116,A fascinating Hindi programming book that explores the universe.,Hindi,Learning,Short,"Relaxed, Curious",https://covers.openlibrary.org/b/id/8904005-L.jpg
780,Hidden Code,Sophie Garcia,Programming,2009,4.5,203,A fascinating Spanish programming book that explores the algorithm.,Spanish,Motivation,Medium,"Curious, Inspired",https://covers.openlibrary.org/b/id/6469022-L.jpg
781,Hidden Forest,Elena Kim,Programming,1975,4.3,574,A fascinating Hindi programming book that explores the journey.,Hindi,Entertainment,Long,Emotional,https://covers.openlibrary.org/b/id/8302475-L.jpg
782,Silent Journey,Isabella Smith,Science,1960,3.6,363,A fascinating French science book that explores the heart.,French,Learning,Medium,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/8371585-L.jpg
783,Golden Code,Alan Chen,Mystery,1979,4.8,404,A fascinating Spanish mystery book that explores the dream.,Spanish,Motivation,Long,"Relaxed, Curious",https://covers.openlibrary.org/b/id/8152261-L.jpg
784,Brief Dream,Amit Rodriguez,Programming,1990,3.7,222,A fascinating English programming book that explores the habit.,English,Motivation,Medium,"Curious, Inspired",https://covers.openlibrary.org/b/id/5166472-L.jpg
785,Pragmatic Shadow,Sophie Kim,Mystery,1955,4.8,999,A fascinating French mystery book that explores the mystery.,French,Career growth,Long,Curious,https://covers.openlibrary.org/b/id/6762769-L.jpg
786,Golden Habit,Elena Lovelace,Mystery,1981,3.9,760,A fascinating Spanish mystery book that explores the habit.,Spanish,Entertainment,Long,Inspired,https://covers.openlibrary.org/b/id/7430051-L.jpg
787,Infinite Shadow,Maria Dubois,Self-Help,2006,4.4,130,A fascinating Hindi self-help book that explores the heart.,Hindi,Motivation,Short,Emotional,https://covers.openlibrary.org/b/id/7791402-L.jpg
788,Golden Universe,Amit Dubois,Fiction,2007,4.6,135,A fascinating Spanish fiction book that explores the journey.,Spanish,Career growth,Short,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/7374782-L.jpg
789,Digital Code,Jean Lovelace,Science,1965,4.2,268,A fascinating English science book that explores the shadow.,English,Career growth,Medium,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/7714774-L.jpg
790,Brief Mind,Carlos Kim,Fantasy,1990,4.1,118,A fascinating Spanish fantasy book that explores the universe.,Spanish,Motivation,Short,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/5008586-L.jpg
791,Golden History,Carlos Kim,Science,1976,4.3,289,A fascinating Spanish science book that explores the algorithm.,Spanish,Career growth,Medium,"Emotional, Inspired",https://covers.openlibrary.org/b/id/6838281-L.jpg
792,Golden Universe,Amit Rodriguez,Fantasy,1990,4.3,264,A fascinating Hindi fantasy book that explores the forest.,Hindi,Career growth,Medium,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/6825002-L.jpg
793,Magic Light,James Kim,Self-Help,2018,4.6,655,A fascinating English self-help book that explores the journey.,English,Career growth,Long,"Emotional, Curious",https://covers.openlibrary.org/b/id/8979182-L.jpg
794,Lost Shadow,Carlos Kim,Fiction,2015,4.8,176,A fascinating Spanish fiction book that explores the mystery.,Spanish,Learning,Short,Curious,https://covers.openlibrary.org/b/id/6470632-L.jpg
795,Pragmatic Light,Ada Martin,Programming,1986,4.0,215,A fascinating Hindi programming book that explores the journey.,Hindi,Career growth,Medium,Curious,https://covers.openlibrary.org/b/id/6934946-L.jpg
796,Hidden Shadow,Jean Smith,Fantasy,2009,3.5,998,A fascinating Hindi fantasy book that explores the data.,Hindi,Entertainment,Long,Emotional,https://covers.openlibrary.org/b/id/6641093-L.jpg
797,Golden Habit,Sophie Smith,Fiction,1958,3.6,146,A fascinating French fiction book that explores the dream.,French,Entertainment,Short,"Emotional, Inspired",https://covers.openlibrary.org/b/id/7737491-L.jpg
798,Cosmic Data,James Chen,Programming,1984,4.8,93,A fascinating Hindi programming book that explores the algorithm.,Hindi,Learning,Short,Curious,https://covers.openlibrary.org/b/id/7560337-L.jpg
799,Infinite Journey,James Garcia,Programming,1990,4.8,280,A fascinating Hindi programming book that explores the code.,Hindi,Motivation,Medium,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/7733232-L.jpg
800,Silent Universe,James Garcia,Fantasy,1978,4.7,176,A fascinating French fantasy book that explores the data.,French,Entertainment,Short,Emotional,https://covers.openlibrary.org/b/id/7187195-L.jpg
801,Silent Mystery,Sophie Chen,Fiction,2003,3.5,98,A fascinating Hindi fiction book that explores the mind.,Hindi,Career growth,Short,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/7816343-L.jpg
802,Pragmatic Mystery,Jean Turing,Mystery,2014,4.4,972,A fascinating English mystery book that explores the history.,English,Learning,Long,"Curious, Inspired",https://covers.openlibrary.org/b/id/6272589-L.jpg
803,Magic Habit,Robert Dubois,Mystery,1989,4.5,381,A fascinating Hindi mystery book that explores the dream.,Hindi,Career growth,Medium,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/5447179-L.jpg
804,Infinite Mystery,Jean Martin,Self-Help,1982,4.8,168,A fascinating Hindi self-help book that explores the habit.,Hindi,Motivation,Short,Relaxed,https://covers.openlibrary.org/b/id/8021284-L.jpg
805,Secret Heart,Jean Lovelace,Self-Help,1970,4.6,759,A fascinating Hindi self-help book that explores the universe.,Hindi,Entertainment,Long,Curious,https://covers.openlibrary.org/b/id/8363580-L.jpg
806,Brief Journey,Amit Kumar,Mystery,1963,3.9,286,A fascinating Hindi mystery book that explores the habit.,Hindi,Motivation,Medium,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/7123443-L.jpg
807,Brief Journey,Sophie Sharma,Mystery,1963,4.7,119,A fascinating English mystery book that explores the forest.,English,Motivation,Short,"Curious, Inspired",https://covers.openlibrary.org/b/id/6546873-L.jpg
808,Lost Shadow,James Kim,Mystery,2015,4.5,332,A fascinating Spanish mystery book that explores the habit.,Spanish,Learning,Medium,Relaxed,https://covers.openlibrary.org/b/id/8463996-L.jpg
809,Silent Mystery,Ada Lovelace,Fiction,1973,4.6,916,A fascinating Spanish fiction book that explores the algorithm.,Spanish,Entertainment,Long,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/5144986-L.jpg
810,Golden Code,Ada Turing,Science,1978,4.3,308,A fascinating English science book that explores the history.,English,Motivation,Medium,Curious,https://covers.openlibrary.org/b/id/8914936-L.jpg
811,Silent History,Carlos Martin,Mystery,2017,3.8,684,A fascinating Hindi mystery book that explores the mind.,Hindi,Motivation,Long,"Curious, Inspired",https://covers.openlibrary.org/b/id/5416545-L.jpg
812,Hidden Habit,Ada Sharma,Programming,1960,3.6,162,A fascinating French programming book that explores the dream.,French,Entertainment,Short,"Emotional, Inspired",https://covers.openlibrary.org/b/id/6641832-L.jpg
813,Dark Shadow,Isabella Garcia,Fantasy,2007,4.5,51,A fascinating Spanish fantasy book that explores the dream.,Spanish,Entertainment,Short,"Relaxed, Curious",https://covers.openlibrary.org/b/id/5400208-L.jpg
814,Dark Data,Isabella Patel,Programming,1994,4.4,388,A fascinating Spanish programming book that explores the habit.,Spanish,Career growth,Medium,Inspired,https://covers.openlibrary.org/b/id/5100966-L.jpg
815,Golden Habit,Carlos Chen,Science,2007,3.8,277,A fascinating Spanish science book that explores the code.,Spanish,Career growth,Medium,"Relaxed, Emotional",https://covers.openlibrary.org/b/id/7576626-L.jpg
816,Silent Light,Sophie Kim,Mystery,1958,4.5,139,A fascinating English mystery book that explores the forest.,English,Motivation,Short,Relaxed,https://covers.openlibrary.org/b/id/6347957-L.jpg
817,Magic Data,Robert Patel,Self-Help,1988,4.4,192,A fascinating French self-help book that explores the data.,French,Learning,Short,Inspired,https://covers.openlibrary.org/b/id/6461851-L.jpg
818,Brief Dream,Ada Patel,Science,1951,4.7,57,A fascinating English science book that explores the code.,English,Entertainment,Short,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/8009675-L.jpg
819,Digital Mystery,Amit Chen,Fantasy,1994,4.5,171,A fascinating French fantasy book that explores the code.,French,Career growth,Short,"Emotional, Inspired",https://covers.openlibrary.org/b/id/6457675-L.jpg
820,Hidden Algorithm,Carlos Garcia,Programming,1999,4.0,346,A fascinating English programming book that explores the algorithm.,English,Motivation,Medium,Curious,https://covers.openlibrary.org/b/id/7327824-L.jpg
821,Magic Code,Robert Chen,Fantasy,2003,4.3,169,A fascinating French fantasy book that explores the code.,French,Entertainment,Short,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/7313569-L.jpg
822,Magic Data,Ada Smith,Self-Help,1973,4.8,968,A fascinating French self-help book that explores the light.,French,Motivation,Long,Curious,https://covers.openlibrary.org/b/id/7170508-L.jpg
823,Secret Heart,Alan Rodriguez,Programming,1952,4.0,368,A fascinating French programming book that explores the code.,French,Career growth,Medium,"Relaxed, Inspired",https://covers.openlibrary.org/b/id/7474090-L.jpg
824,Golden Code,Maria Patel,Programming,1974,4.2,322,A fascinating Hindi programming book that explores the forest.,Hindi,Career growth,Medium,"Emotional, Inspired",https://covers.openlibrary.org/b/id/5357008-L.jpg
825,Final Heart,Priya Rodriguez,Self-Help,1993,3.5,232,A fascinating Spanish self-help book that explores the mind.,Spanish,Entertainment,Medium,"Emotional, Inspired",https://covers.openlibrary.org/b/id/5405192-L.jpg
826,Digital Mind,Jean Kumar,Fantasy,2016,4.7,159,A fascinating Hindi fantasy book that explores the shadow.,Hindi,Entertainment,Short,Inspired,https://covers.openlibrary.org/b/id/8633665-L.jpg
